Congruency_condition,Target_position,Target_identity,Correct_key,Parallel_signal,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,textPresent_welcome_message.started,keyPress_SPACE_bar.started,textExperiment_start_confirmation.started,textPresent_welcome_message.stopped,keyPress_SPACE_bar.keys,keyPress_SPACE_bar.rt,textBlock_intro.started,keyBlock_start.started,keyBlock_start.keys,keyBlock_start.rt,textJitter_blank_screen.started,textJitter_blank_screen.stopped,textFixation_cross_I.started,textFixation_cross_II.started,textTarget_presentation.started,button_resp.started,button_resp.keys,button_resp.corr,button_resp.rt,textReaction_feedback.started,textISI_blank_screen.started,textFixation_cross_I.stopped,textReaction_feedback.stopped,textISI_blank_screen.stopped,textGoodbye_message.started,keyEnd_experiment.started,textGoodbye_message.stopped,keyEnd_experiment.keys,keyEnd_experiment.corr,keyEnd_experiment.rt,Participant (no.: ###),Session (no.: ###),Gender (m/f/d),Handedness (r/l),Height (cm),Weight (kg),date,expName,psychopyVersion,participant,frameRate,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,32,32,63,,,,,,,,,,,1172.9238925999962,,1173.91613649996,1174.1226868999656,1174.1226868999656,1174.1226868999656,4,0,0.3087577000260353,1174.4444743997883,1174.7912747999653,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,33,33,22,,,,,,,,,,,1174.9923402999993,1175.9914632998407,1175.9914632998407,1176.1947675999254,1176.1947675999254,1176.1947675999254,5,1,0.37522469996474683,1176.5763868999202,1176.9306716998108,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,5,0,5,0,0,34,34,57,,,,,,,,,,,1177.1321851999965,1178.1368559999391,1178.1368559999391,1178.3293166998774,1178.3293166998774,1178.3293166998774,4,1,0.37729549990035594,1178.7137504999992,1179.0699252998456,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,5,0,5,0,0,35,35,40,,,,,,,,,,,1179.269271499943,,1180.2621716998983,1180.4636226999573,1180.4636226999573,1180.4636226999573,4,1,0.33342999988235533,1180.8038066998124,1181.1589406998828,1180.4636226999573,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,5,0,5,0,0,36,36,24,,,,,,,,,,,1181.359537199838,,1182.345850299811,1182.5473110999446,1182.5473110999446,1182.5473110999446,4,1,0.28623580001294613,1182.839614899829,1183.193320899969,1182.5473110999446,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,5,0,5,0,0,37,37,32,,,,,,,,,,,1183.3969971998595,1184.4028828998562,1184.4028828998562,1184.5965908998623,1184.5965908998623,1184.5965908998623,4,1,0.37879269989207387,1184.9842588999309,1185.332215399947,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,5,0,5,0,0,38,38,20,,,,,,,,,,,1185.5330993998796,,1186.526095499983,1186.7285419998225,1186.7285419998225,1186.7285419998225,4,1,0.3478592000901699,1187.083500099834,1187.4375744999852,1186.7285419998225,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,5,0,5,0,0,39,39,69,,,,,,,,,,,1187.6459195998032,,1188.6318688997999,1188.8336701998487,1188.8336701998487,1188.8336701998487,4,1,0.4124090999830514,1189.253854499897,1189.606999399839,1188.8336701998487,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,40,40,74,,,,,,,,,,,1189.8083172999322,,1190.7975857998244,1190.9985866998322,1190.9985866998322,1190.9985866998322,5,1,0.4799466000404209,1191.4844178999774,1191.8387234997936,1190.9985866998322,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,41,41,3,,,,,,,,,,,1192.040071999887,1193.040367799811,1193.040367799811,1193.2427861997858,1193.2427861997858,1193.2427861997858,5,1,0.45821000006981194,1193.7072295998223,1194.0622218998615,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,42,42,11,,,,,,,,,,,1194.263705899939,1195.2622057998087,1195.2622057998087,1195.4605142998043,1195.4605142998043,1195.4605142998043,5,1,0.37977609992958605,1195.8463682997972,1196.2008794997819,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,43,43,70,,,,,,,,,,,1196.402558799833,,1197.393568099942,1197.5962016999256,1197.5962016999256,1197.5962016999256,5,1,0.43149230000562966,1198.0350972998422,1198.392461599782,1197.5962016999256,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,5,0,5,0,0,44,44,17,,,,,,,,,,,1198.5887021999806,,1199.5790538999718,1199.7824527998455,1199.7824527998455,1199.7824527998455,5,0,0.43755539995618165,1200.2267579999752,1200.5809129998088,1199.7824527998455,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,45,45,26,,,,,,,,,,,1200.7822994999588,1201.7823337998707,1201.7823337998707,1201.9838862000033,1201.9838862000033,1201.9838862000033,4,0,0.6474784000311047,1202.6381881998386,1202.9894138998352,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,46,46,39,,,,,,,,,,,1203.1935032999609,1204.1938604000024,1204.1938604000024,1204.3944464998785,1204.3944464998785,1204.3944464998785,5,1,0.7508709998801351,1205.1507947999053,1205.5064290999435,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,47,47,78,,,,,,,,,,,1205.7063094999176,,1206.7003568999935,1206.9015654998366,1206.9015654998366,1206.9015654998366,5,1,0.32949699996970594,1207.2369522999506,1207.5884208998177,1206.9015654998366,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,5,0,5,0,0,48,48,76,,,,,,,,,,,1207.7909432000015,1208.7900615998078,1208.7900615998078,1208.9936323999427,1208.9936323999427,1208.9936323999427,4,1,0.38380010006949306,1209.384226999944,1209.738013499882,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,49,49,71,,,,,,,,,,,1209.935349599924,1210.935881599784,1210.935881599784,1211.1378171998076,1211.1378171998076,1211.1378171998076,5,1,0.4101784999947995,1211.5605570999905,1211.9087321998086,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,50,50,62,,,,,,,,,,,1212.112029899843,,1213.1021999998484,1213.3046558999922,1213.3046558999922,1213.3046558999922,5,1,0.34024769999086857,1213.6503238999285,1214.0053075999022,1213.3046558999922,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,5,0,5,0,0,51,51,53,,,,,,,,,,,1214.214778199792,1215.2231308999471,1215.2231308999471,1215.4110431999434,1215.4110431999434,1215.4110431999434,4,1,0.4086311000864953,1215.8300200998783,1216.1777872999664,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,5,0,5,0,0,52,52,37,,,,,,,,,,,1216.3822772998828,,1217.3742684999015,1217.5756419999525,1217.5756419999525,1217.5756419999525,4,1,0.2890230999328196,1217.876671299804,1218.2269352998119,1217.5756419999525,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,53,53,31,,,,,,,,,,,1218.4284770998638,1219.4332039,1219.4332039,1219.6297953999601,1219.6297953999601,1219.6297953999601,5,1,0.4246741998940706,1220.0600570999086,1220.416383099975,,1220.4101858998183,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,54,54,50,,,,,,,,,,,1220.617261099862,1221.6206321998034,1221.6206321998034,1221.8145214999095,1221.8145214999095,1221.8145214999095,4,0,0.3872801000252366,1222.2102326999884,1222.5603787999135,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,5,0,5,0,0,55,55,41,,,,,,,,,,,1222.762573899934,1223.7682286999188,1223.7682286999188,1223.9627005998045,1223.9627005998045,1223.9627005998045,4,1,0.3986357001122087,1224.3711704998277,1224.7268795999698,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,56,56,75,,,,,,,,,,,1224.9247610999737,1225.9309800998308,1225.9309800998308,1226.1274282999802,1226.1274282999802,1226.1274282999802,5,1,0.3990894998423755,1226.5332938998472,1226.8875386998989,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,57,57,66,,,,,,,,,,,1227.0877458998002,1228.0874798998702,1228.0874798998702,1228.2903936000075,1228.2903936000075,1228.2903936000075,5,1,0.4583262000232935,1228.7552056999411,1229.1097513998393,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,5,0,5,0,0,58,58,64,,,,,,,,,,,1229.3097519997973,1230.3092769999057,1230.3092769999057,1230.5146943998989,1230.5146943998989,1230.5146943998989,4,1,0.4006840998772532,1230.9219813998789,1231.2747575999238,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,5,0,5,0,0,59,59,61,,,,,,,,,,,1231.4840065999888,1232.4906568999868,1232.4906568999868,1232.6722556999885,1232.6722556999885,1232.6722556999885,4,1,0.38220849982462823,1233.0603374999482,1233.4140043999068,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,60,60,34,,,,,,,,,,,1233.6134323999286,,1234.6087487998884,1234.8103325997945,1234.8103325997945,1234.8103325997945,5,1,0.5484100000467151,1235.3656926997937,1235.7204885999672,1234.8103325997945,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,61,61,47,,,,,,,,,,,1235.9206712997984,1236.9209041998256,1236.9209041998256,1237.1215085999575,1237.1215085999575,1237.1215085999575,5,1,0.39180919993668795,1237.5193862000015,1237.8733626999892,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,62,62,15,,,,,,,,,,,1238.0752843997907,1239.0754443998449,1239.0754443998449,1239.2758504999802,1239.2758504999802,1239.2758504999802,5,1,0.41687189997173846,1239.6992072998546,1240.0540652999189,,1240.0480174999684,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,5,0,5,0,0,63,63,28,,,,,,,,,,,1240.253453799989,1241.2586225999985,1241.2586225999985,1241.454931399785,1241.454931399785,1241.454931399785,5,0,0.3075144998729229,1241.7689568998758,1242.1233527997974,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,5,0,5,0,0,64,64,44,,,,,,,,,,,1242.323352499865,1243.3273393998388,1243.3273393998388,1243.5241678999737,1243.5241678999737,1243.5241678999737,4,1,0.5627156000118703,1244.0935795998666,1244.44762849994,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,65,65,43,,,,,,,,,,,1244.6490287999623,,1245.6420975998044,1245.843572099926,1245.843572099926,1245.843572099926,5,1,0.42531499988399446,1246.2749893998262,1246.6285144998692,1245.843572099926,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,5,0,5,0,0,66,66,16,,,,,,,,,,,1246.8299053998198,,1247.8243380999193,1248.0245432998054,1248.0245432998054,1248.0245432998054,4,1,0.6477045998908579,1248.6834574998356,1249.0326702999882,1248.0245432998054,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,5,0,5,0,0,67,67,77,,,,,,,,,,,1249.23553299997,,1250.2259927999694,1250.427668399876,1250.427668399876,1250.427668399876,4,1,0.4186126000713557,1250.857756299898,1251.2093162999954,1250.427668399876,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,68,68,18,,,,,,,,,,,1251.4141144999303,1252.4198392999824,1252.4198392999824,1252.6118181999773,1252.6118181999773,1252.6118181999773,5,1,0.49166680010966957,1253.1106404999737,1253.4658364998177,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,69,69,54,,,,,,,,,,,1253.665024299873,1254.6738847999368,1254.6738847999368,1254.8663686998188,1254.8663686998188,1254.8663686998188,5,1,0.36200119997374713,1255.2370732999407,1255.5884360999335,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,70,70,6,,,,,,,,,,,1255.7898375999648,1256.7922985998448,1256.7922985998448,1256.9866734999232,1256.9866734999232,1256.9866734999232,5,1,0.3303791999351233,1257.3239184999838,1257.6770567998756,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,71,71,55,,,,,,,,,,,1257.8791444997769,,1258.8714174998458,1259.072753999848,1259.072753999848,1259.072753999848,4,0,0.31958080013282597,1259.402814899804,1259.7532862999942,1259.072753999848,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,72,72,58,,,,,,,,,,,1259.9559167998377,1260.9564453999046,1260.9564453999046,1261.1581694998313,1261.1581694998313,1261.1581694998313,5,1,0.3202117998152971,1261.484074599808,1261.8380090999417,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,73,73,27,,,,,,,,,,,1262.0405843998305,,1263.0307206998114,1263.2337817999069,1263.2337817999069,1263.2337817999069,5,1,0.3543416999746114,1263.5947019997984,1263.9491745999549,1263.2337817999069,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,74,74,19,,,,,,,,,,,1264.1492421999574,1265.1535778997932,1265.1535778997932,1265.3517867999617,1265.3517867999617,1265.3517867999617,5,1,0.38222559983842075,1265.740616899915,1266.09495339985,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,75,75,7,,,,,,,,,,,1266.2964126998559,1267.3045059998985,1267.3045059998985,1267.4965605998877,1267.4965605998877,1267.4965605998877,5,1,0.3263621998485178,1267.8314955998212,1268.1839304999448,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,5,0,5,0,0,76,76,1,,,,,,,,,,,1268.385976199992,1269.3923666998744,1269.3923666998744,1269.5859635998495,1269.5859635998495,1269.5859635998495,4,1,0.4253634000197053,1270.0165087999776,1270.3710477999412,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,5,0,5,0,0,77,77,79,,,,,,,,,,,1270.5733038999606,1271.5756033998914,1271.5756033998914,1271.7736818999983,1271.7736818999983,1271.7736818999983,5,1,0.3538333000615239,1272.138693699846,1272.4898562999442,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,5,0,5,0,0,78,78,68,,,,,,,,,,,1272.690333499806,1273.6919253999367,1273.6919253999367,1273.8919345999602,1273.8919345999602,1273.8919345999602,5,0,0.08467560005374253,1273.984286399791,1274.3372653999832,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,5,0,5,0,0,79,79,38,,,,,,,,,,,1274.5390821998008,1275.5385305997916,1275.5385305997916,1275.7367070999462,1275.7367070999462,1275.7367070999462,5,1,0.318887900095433,1276.0624198999722,1276.4125808998942,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,6,0,6,0,0,0,0,2,,,,,,,1276.6212165998295,1276.6212165998295,space,21.688157700002193,1298.3417525999248,1299.3436679998413,1299.3436679998413,1299.523246599827,1299.523246599827,1299.523246599827,5,1,0.5911456001922488,1300.1199013998266,1300.475683099823,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,6,0,6,0,0,1,1,27,,,,,,,,,,,1300.6763696998823,1301.678469899809,1301.678469899809,1301.8739883999806,1301.8739883999806,1301.8739883999806,5,1,0.44197050016373396,1302.3226118998136,1302.6757162997965,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,6,0,6,0,0,2,2,0,,,,,,,,,,,1302.8790837998968,1303.8853082999121,1303.8853082999121,1304.077869999921,1304.077869999921,1304.077869999921,4,1,0.8056558999232948,1304.8940273998305,1305.24249279988,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,6,0,6,0,0,3,3,52,,,,,,,,,,,1305.4448350998573,,1306.4398083998822,1306.6418757999782,1306.6418757999782,1306.6418757999782,4,1,0.4645767000038177,1307.1129823999945,1307.4683339998592,1306.6418757999782,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,6,0,6,0,0,4,4,43,,,,,,,,,,,1307.6690483998973,1308.6683010999113,1308.6683010999113,1308.8701349999756,1308.8701349999756,1308.8701349999756,5,1,0.4593660000246018,1309.3364850999787,1309.6890713998582,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,6,0,6,0,0,5,5,32,,,,,,,,,,,1309.8920553999487,1310.8906621998176,1310.8906621998176,1311.0931173998397,1311.0931173998397,1311.0931173998397,5,0,0.4096845998428762,1311.5095671999734,1311.8641137999948,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,6,0,6,0,0,6,6,3,,,,,,,,,,,1312.0639450999442,,1313.0586836999282,1313.270775299985,1313.270775299985,1313.270775299985,5,1,0.39207950001582503,1313.6694460997824,1314.0204391998705,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,6,0,6,0,0,7,7,78,,,,,,,,,,,1314.2217575998511,1315.2232438998763,1315.2232438998763,1315.4246296999045,1315.4246296999045,1315.4246296999045,5,1,0.333365400088951,1315.7648957998026,1316.1197582997847,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,6,0,6,0,0,8,8,71,,,,,,,,,,,1316.3204702998046,1317.3211534000002,1317.3211534000002,1317.5151651999913,1317.5151651999913,1317.5151651999913,5,1,0.42475349991582334,1317.9516228998546,1318.3001900999807,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,6,0,6,0,0,9,9,29,,,,,,,,,,,1318.5026517999358,1319.5013493997976,1319.5013493997976,1319.7065304999705,1319.7065304999705,1319.7065304999705,4,1,0.4417171000968665,1320.15507969982,1320.5120028997771,,1320.504520899849,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,6,0,6,0,0,10,10,22,,,,,,,,,,,1320.7113514998928,1321.7169361999258,1321.7169361999258,1321.9054977998603,1321.9054977998603,1321.9054977998603,5,1,0.5134352000895888,1322.425850099884,1322.7795240997802,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,6,0,6,0,0,11,11,14,,,,,,,,,,,1322.9819835999515,,1323.974395299796,1324.1761103000026,1324.1761103000026,1324.1761103000026,5,1,0.31977190007455647,1324.5025711997878,1324.857955899788,1324.1761103000026,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,6,0,6,0,0,12,12,62,,,,,,,,,,,1325.0584665997885,1326.0576348998584,1326.0576348998584,1326.2598389999475,1326.2598389999475,1326.2598389999475,5,1,0.3193566999398172,1326.5863323998637,1326.9395324999932,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,6,0,6,0,0,13,13,65,,,,,,,,,,,1327.1417349998374,1328.1541989999823,1328.1541989999823,1328.3423273998778,1328.3423273998778,1328.3423273998778,4,1,0.47841669991612434,1328.827166199917,1329.1822661999613,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,6,0,6,0,0,14,14,36,,,,,,,,,,,1329.3828590998892,,1330.3693342998158,1330.5717905999627,1330.5717905999627,1330.5717905999627,4,1,0.4652359001338482,1331.0510160999838,1331.3971096999012,1330.5717905999627,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,6,0,6,0,0,15,15,79,,,,,,,,,,,1331.5992473999504,1332.6011457999703,1332.6011457999703,1332.797202799935,1332.797202799935,1332.797202799935,5,1,0.4340638001449406,1333.2371283997782,1333.5925627998076,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,6,0,6,0,0,16,16,31,,,,,,,,,,,1333.7922058999538,1334.795217699837,1334.795217699837,1334.995371399913,1334.995371399913,1334.995371399913,5,1,0.34735110006295145,1335.349307899829,1335.7040266999975,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,6,0,6,0,0,17,17,13,,,,,,,,,,,1335.9070408998523,,1336.8949162999634,1337.0994907999411,1337.0994907999411,1337.0994907999411,4,1,0.5418976000510156,1337.6467115997802,1337.9992775998544,1337.0994907999411,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_congruent,"(0.4, 0)",X,5,8,6,0,6,0,0,18,18,74,,,,,,,,,,,1338.1996954998467,1339.203275399981,1339.203275399981,1339.4030903999228,1339.4030903999228,1339.4030903999228,5,1,0.3766725999303162,1339.7856500998605,1340.1402874998748,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,6,0,6,0,0,19,19,60,,,,,,,,,,,1340.3406790997833,1341.3407983998768,1341.3407983998768,1341.541745999828,1341.541745999828,1341.541745999828,4,1,0.4256711998023093,1341.973691099789,1342.3282482000068,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
