Congruency_condition,Target_position,Target_identity,Correct_key,Parallel_signal,blocks_loop.thisRepN,blocks_loop.thisTrialN,blocks_loop.thisN,blocks_loop.thisIndex,trials_loop.thisRepN,trials_loop.thisTrialN,trials_loop.thisN,trials_loop.thisIndex,textPresent_welcome_message.started,keyPress_SPACE_bar.started,textExperiment_start_confirmation.started,textPresent_welcome_message.stopped,keyPress_SPACE_bar.keys,keyPress_SPACE_bar.rt,textBlock_intro.started,keyBlock_start.started,keyBlock_start.keys,keyBlock_start.rt,textJitter_blank_screen.started,textJitter_blank_screen.stopped,textFixation_cross_I.started,textFixation_cross_II.started,textTarget_presentation.started,button_resp.started,button_resp.keys,button_resp.corr,button_resp.rt,textReaction_feedback.started,textISI_blank_screen.started,textFixation_cross_I.stopped,textReaction_feedback.stopped,textISI_blank_screen.stopped,textGoodbye_message.started,keyEnd_experiment.started,textGoodbye_message.stopped,keyEnd_experiment.keys,keyEnd_experiment.corr,keyEnd_experiment.rt,Participant (no.: ###),Session (no.: ###),Gender (m/f/d),Handedness (r/l),Height (cm),Weight (kg),date,expName,psychopyVersion,participant,frameRate,
Right_congruent,"(0.4, 0)",X,5,8,4,0,4,0,0,26,26,18,,,,,,,,,,,959.0466918998864,,960.0374142997898,960.2394801999908,960.2394801999908,960.2394801999908,5,1,0.34278470021672547,960.5940928999335,960.9424403999001,960.2394801999908,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,4,0,4,0,0,27,27,20,,,,,,,,,,,961.1438211998902,962.1437605998944,962.1437605998944,962.345250699902,962.345250699902,962.345250699902,4,1,0.43857300002127886,962.7895815998781,963.1439082999714,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,4,0,4,0,0,28,28,27,,,,,,,,,,,963.3451287997887,964.345894199796,964.345894199796,964.5439629999455,964.5439629999455,964.5439629999455,5,1,0.719222699990496,965.269121899968,965.6238136999309,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,4,0,4,0,0,29,29,36,,,,,,,,,,,965.820970099885,966.8211128998082,966.8211128998082,967.0273687997833,967.0273687997833,967.0273687997833,4,1,0.5832670999225229,967.6171862999909,967.9678862998262,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,4,0,4,0,0,30,30,1,,,,,,,,,,,968.1717125999276,969.1739740998019,969.1739740998019,969.3796388998162,969.3796388998162,969.3796388998162,5,0,0.28008120018057525,969.6672648999374,970.0222957998049,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,4,0,4,0,0,31,31,76,,,,,,,,,,,970.2185642998666,,971.2129879998975,971.4142970999237,971.4142970999237,971.4142970999237,4,1,0.8959492999128997,972.3170471999329,972.671915399842,971.4142970999237,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,4,0,4,0,0,32,32,7,,,,,,,,,,,972.8725672999863,973.873864099849,973.873864099849,974.0740180998109,974.0740180998109,974.0740180998109,5,1,0.4931280999444425,974.5740073998459,974.9248716998845,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,4,0,4,0,0,33,33,33,,,,,,,,,,,975.1303344999906,,976.1173017998226,976.3182652997784,976.3182652997784,976.3182652997784,4,1,0.5613532999996096,976.8875633999705,977.2422523999121,976.3182652997784,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,4,0,4,0,0,34,34,47,,,,,,,,,,,977.4444008998107,,978.4348928998224,978.6369221999776,978.6369221999776,978.6369221999776,5,1,0.4251627998892218,979.0689245997928,979.4217677998822,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_incongruent,"(0.4, 0)",T,4,4,4,0,4,0,0,35,35,77,,,,,,,,,,,979.6282198999543,980.6294311999809,980.6294311999809,980.8244242998771,980.8244242998771,980.8244242998771,4,1,0.3764239998999983,981.2072917998303,981.5628082999028,,981.5562491999008,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Left_congruent,"(-0.4, 0)",T,4,2,4,0,4,0,0,36,36,48,,,,,,,,,,,981.7625007999595,982.7609523998108,982.7609523998108,982.9613428998273,982.9613428998273,982.9613428998273,5,0,0.4757119999267161,983.4455730998889,983.7951929999981,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
Right_incongruent,"(-0.4, 0)",X,5,16,4,0,4,0,0,37,37,3,,,,,,,,,,,983.9980632998049,984.9974342999049,984.9974342999049,985.1985727997962,985.1985727997962,985.1985727997962,4,0,0.3616372998803854,985.5673921999987,985.9211937999353,,,,,,,,,,999,,,,,,2023-02-01_13h51.33.741,Exp_1_Simon_task,2022.2.4,999,143.32417524367997,
